"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","カード名: JALカード OPクレジット CLUB-Aゴールドカード
                    年会費: 17,600円
                    ポイント還元率: 1.0%～2.0%
                    特徴: フライトだけじゃない。カード利用で貯められるJALマイル、小田急グループで利用可能な小田急ポイント。カード活用で上手に貯められる、ゴールドカードのサポートとサービス。旅行保険＆空港ラウンジサービス","","17,600円","Gold","JALカード OPクレジット CLUB-Aゴールドカード","","小田急ポイントも貯まるJAL CLUB-Aゴールドカードです。","1.0%～2.0%","","2025-05-02T08:01:22.698216"
"","カード名: デポジット型ビジネスカード
                    年会費: 11,000円
                    ポイント還元率: 0.3%～0.6%
                    特徴: 開業後、間もない個人事業主もカードを作成できる、事業資金・運営の効率化が可能、空港ラウンジや弁護士への相談を無料で利用できる","","11,000円","Gold","デポジット型ビジネスカード","","希望の限度額を設定できるデポジット型のビジネスゴールドカードです。","0.3%～0.6%","","2025-05-02T08:01:22.698922"
"","カード名: MileagePlus ダイナースクラブカード
                    年会費: 30,800円
                    ポイント還元率: 1.0%
                    特徴: 新規入会と利用継続でボーナスマイルがもらえる、最高1億円の旅行傷害保険が付帯し、国内外の空港ラウンジが無料で利用可能、トラベルサポートが充実","","30,800円","Gold","MileagePlus ダイナースクラブカード","","国内外でのカード利用で100円につき1マイルが貯まるカードです。","1.0%","","2025-05-02T08:01:22.706948"
"","カード名: マンチェスター・ユナイテッドカード GOLD
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 1.0%～3.0%
                    特徴:","","11,000円（初年度無料）","Gold","マンチェスター・ユナイテッドカード GOLD","","新規のお申し込み受付を終了したカードです。","1.0%～3.0%","","2025-05-02T08:01:22.708214"
"","カード名: アメリカン・エキスプレス(R)・JR東海エクスプレス・ゴールド・コーポレート・カード
                    年会費: -
                    ポイント還元率: 0.5%～0.7%
                    特徴: ゴールドカードのサービスが充実、経費管理の効率化を実現できる、新幹線を割引価格で乗車できる","","-","Gold","アメリカン・エキスプレス(R)・JR東海エクスプレス・ゴールド・コーポレート・カード","","エクスプレス予約やゴールド特典が付帯したアメックスのコーポレートカードです。","0.5%～0.7%","","2025-05-02T08:01:22.709227"
"","カード名: J-WESTゴールドカード「ベーシック」JCB
                    年会費: 11,000円
                    ポイント還元率: 1.0%～3.0%
                    特徴: 新幹線予約が手軽にできる「スマートEX」や「e5489」が使える、最高1億円補償の旅行傷害保険が付帯、WESTERポイントが通常の2倍貯まる","","11,000円","Gold","J-WESTゴールドカード「ベーシック」JCB","","最高1億円の海外旅行傷害保険が付帯、ポイントが常に2倍貯まるゴールドカードです。","1.0%～3.0%","","2025-05-02T08:01:22.710143"
"","カード名: デポジット型ライフカード ゴールド（限度額20万円以上）
                    年会費: 11,000円
                    ポイント還元率: 0.3%～0.6%
                    特徴: 落ち着いた空間＆ドリンクの提供。ライフカードゴールド限定の「空港ラウンジサービス」、国内外ともに最高1億円の旅行傷害保険が自動付帯のデポジット型カードです、海外旅行の手厚いサポート「海外アシスタンスサービス」&「旅行サービス」","","11,000円","Gold","デポジット型ライフカード ゴールド（限度額20万円以上）","","旅行傷害保険が自動付帯されたデポジット型のカードです。","0.3%～0.6%","","2025-05-02T08:01:22.712872"
"","カード名: TOYOTA TS CUBIC VIEW CARD ゴールド
                    年会費: 11,000円
                    ポイント還元率: 1.0%～4.5%
                    特徴: ガソリン割引とロードサービス、VIEW CARD機能が付いて、Suicaオートチャージも可能、最高5,000万円補償の海外・国内旅行傷害保険","","11,000円","Gold","TOYOTA TS CUBIC VIEW CARD ゴールド","","ガソリン割引とロードサービス付帯のVIEW CARD機能付きゴールドカードです。","1.0%～4.5%","","2025-05-02T08:01:27.043324"
"","カード名: しずぎんjoyca J ゴールド
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.3%～10.0%
                    特徴: 充実のゴールド特典が付帯、Oki Dokiポイントを商品券やギフトカードに交換できる、最高1億円の海外旅行傷害保険が付帯","","11,000円（初年度無料）","Gold","しずぎんjoyca J ゴールド","","ワンランク上のサービスが受けられるしずぎんjoyca Jのゴールドカードです。","0.3%～10.0%","","2025-05-02T08:01:27.044513"
"","カード名: 三井住友ビジネスカード for Owners ゴールドカード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～7.0%
                    特徴: ライフスタイルに合わせて選択できる「選べる無料保険」、便利＆リーズナブルに交通手段・旅行プランが決まる、Vポイントを上手に貯めて多彩な商品をGET","","11,000円（初年度無料）","Gold","三井住友ビジネスカード for Owners ゴールドカード","","支払い方法が自由に選べる、三井住友のビジネスゴールドカードです。","0.5%～7.0%","","2025-05-02T08:01:27.045154"
"","カード名: ANA VISA コーポレートカード ワイドゴールドカード
                    年会費: 20,900円
                    ポイント還元率: 0.4%～0.48%
                    特徴: 最高5,000万円補償、ANA便の利用で最高1憶円、ANAグループ便の搭乗でボーナスマイルがもらえる、ビジネスクラス専用カウンターを利用できる","","20,900円","Gold","ANA VISA コーポレートカード ワイドゴールドカード","","ANA便利用で最高1億円の海外旅行傷害保険が付帯されるカードです。","0.4%～0.48%","","2025-05-02T08:01:27.045763"
"","カード名: Premium Gold
                    年会費: 1,986円
                    ポイント還元率: 0.5%
                    特徴: 最大2.2倍の暮らスマイルポイントが貯まる、福利厚生サービス「Orico Club Off」が利用できる、タッチ決済が搭載","","1,986円","Gold","Premium Gold","","年間利用金額に応じてポイント倍率がアップするオリコのゴールドカードです。","0.5%","","2025-05-02T08:01:27.046353"
